Relationship, Support, Confidence, Lift
"{'51657', '12305', '95398'}' -> '{'88631', '92490'}", 0.021877, 0.882353, 37.422680
"{'51657', '88631', '95398'}' -> '{'12305', '92490'}", 0.021877, 0.937500, 37.085337
"{'51657', '92490', '95398'}' -> '{'12305', '88631'}", 0.021877, 0.891089, 37.029703
"{'12305', '88631', '95398'}' -> '{'92490', '51657'}", 0.021877, 0.937500, 37.445388
"{'12305', '92490', '95398'}' -> '{'88631', '51657'}", 0.021877, 0.891089, 37.407557
"{'92490', '88631', '95398'}' -> '{'12305', '51657'}", 0.021877, 0.957447, 37.874386
"{'12305', '88631', '51657'}' -> '{'92490', '95398'}", 0.021877, 0.947368, 37.839550
"{'12305', '92490', '51657'}' -> '{'88631', '95398'}", 0.021877, 0.891089, 37.029703
"{'92490', '88631', '51657'}' -> '{'12305', '95398'}", 0.021877, 0.957447, 37.159775
"{'12305', '88631', '92490'}' -> '{'51657', '95398'}", 0.021877, 0.947368, 37.118797
"{'51657', '12305', '88631', '95398'}' -> '{'92490'}", 0.021877, 0.967742, 37.559343
"{'51657', '12305', '92490', '95398'}' -> '{'88631'}", 0.021877, 0.909091, 36.666667
"{'51657', '92490', '88631', '95398'}' -> '{'12305'}", 0.021877, 0.978261, 26.133540
"{'12305', '92490', '88631', '95398'}' -> '{'51657'}", 0.021877, 0.978261, 37.612759
"{'12305', '92490', '88631', '51657'}' -> '{'95398'}", 0.021877, 0.978261, 36.922617
"{'51657'}' -> '{'92490', '88631', '95398'}", 0.022363, 0.859813, 37.630543
"{'95398'}' -> '{'92490', '88631', '51657'}", 0.022363, 0.844037, 36.940074
"{'88631'}' -> '{'95398', '92490', '51657'}", 0.022363, 0.901961, 36.739274
"{'92490'}' -> '{'95398', '88631', '51657'}", 0.022363, 0.867925, 37.194182
"{'95398', '51657'}' -> '{'88631', '92490'}", 0.022363, 0.876190, 37.161316
"{'88631', '51657'}' -> '{'92490', '95398'}", 0.022363, 0.938776, 37.496334
"{'92490', '51657'}' -> '{'88631', '95398'}", 0.022363, 0.893204, 37.117584
"{'88631', '95398'}' -> '{'92490', '51657'}", 0.022363, 0.929293, 37.117584
"{'92490', '95398'}' -> '{'88631', '51657'}", 0.022363, 0.893204, 37.496334
"{'88631', '92490'}' -> '{'95398', '51657'}", 0.022363, 0.948454, 37.161316
"{'95398', '88631', '51657'}' -> '{'92490'}", 0.022363, 0.958333, 37.194182
"{'95398', '92490', '51657'}' -> '{'88631'}", 0.022363, 0.910891, 36.739274
"{'92490', '88631', '51657'}' -> '{'95398'}", 0.022363, 0.978723, 36.940074
"{'92490', '88631', '95398'}' -> '{'51657'}", 0.022363, 0.978723, 37.630543
"{'12305'}' -> '{'88631', '92490'}", 0.023092, 0.616883, 26.163476
"{'88631'}' -> '{'12305', '92490'}", 0.023092, 0.931373, 36.842949
"{'92490'}' -> '{'12305', '88631'}", 0.023092, 0.896226, 37.243187
"{'12305', '88631'}' -> '{'92490'}", 0.023092, 0.959596, 37.243187
"{'12305', '92490'}' -> '{'88631'}", 0.023092, 0.913462, 36.842949
"{'88631', '92490'}' -> '{'12305'}", 0.023092, 0.979381, 26.163476
"{'88631'}' -> '{'24746'}", 0.023578, 0.950980, 37.618590
"{'24746'}' -> '{'88631'}", 0.023578, 0.932692, 37.618590
"{'88631'}' -> '{'92490', '24746'}", 0.022363, 0.901961, 37.481481
"{'92490'}' -> '{'88631', '24746'}", 0.022363, 0.867925, 36.810737
"{'24746'}' -> '{'88631', '92490'}", 0.022363, 0.884615, 37.518636
"{'88631', '92490'}' -> '{'24746'}", 0.022363, 0.948454, 37.518636
"{'88631', '24746'}' -> '{'92490'}", 0.022363, 0.948454, 36.810737
"{'92490', '24746'}' -> '{'88631'}", 0.022363, 0.929293, 37.481481
"{'7190'}' -> '{'88631', '92490', '24746'}", 0.021390, 0.838095, 37.477433
"{'88631'}' -> '{'7190', '92490', '24746'}", 0.021390, 0.862745, 38.164875
"{'92490'}' -> '{'7190', '88631', '24746'}", 0.021390, 0.830189, 36.724691
"{'24746'}' -> '{'7190', '88631', '92490'}", 0.021390, 0.846154, 37.430935
"{'7190', '88631'}' -> '{'92490', '24746'}", 0.021390, 0.897959, 37.315193
"{'7190', '92490'}' -> '{'88631', '24746'}", 0.021390, 0.880000, 37.322887
"{'7190', '24746'}' -> '{'88631', '92490'}", 0.021390, 0.897959, 38.084578
"{'88631', '92490'}' -> '{'7190', '24746'}", 0.021390, 0.907216, 38.084578
"{'88631', '24746'}' -> '{'7190', '92490'}", 0.021390, 0.907216, 37.322887
"{'92490', '24746'}' -> '{'7190', '88631'}", 0.021390, 0.888889, 37.315193
"{'7190', '88631', '92490'}' -> '{'24746'}", 0.021390, 0.946237, 37.430935
"{'7190', '88631', '24746'}' -> '{'92490'}", 0.021390, 0.946237, 36.724691
"{'7190', '92490', '24746'}' -> '{'88631'}", 0.021390, 0.946237, 38.164875
"{'88631', '92490', '24746'}' -> '{'7190'}", 0.021390, 0.956522, 37.477433
"{'7190'}' -> '{'12305', '88631', '92490', '24746'}", 0.020904, 0.819048, 37.439577
"{'12305'}' -> '{'7190', '88631', '92490', '24746'}", 0.020904, 0.558442, 26.107143
"{'88631'}' -> '{'7190', '12305', '92490', '24746'}", 0.020904, 0.843137, 38.117216
"{'92490'}' -> '{'7190', '12305', '88631', '24746'}", 0.020904, 0.811321, 37.086373
"{'24746'}' -> '{'7190', '12305', '88631', '92490'}", 0.020904, 0.826923, 37.384193
"{'7190', '12305'}' -> '{'88631', '92490', '24746'}", 0.020904, 0.843137, 37.702899
"{'7190', '88631'}' -> '{'12305', '92490', '24746'}", 0.020904, 0.877551, 37.219020
"{'7190', '92490'}' -> '{'12305', '88631', '24746'}", 0.020904, 0.860000, 37.638723
"{'7190', '24746'}' -> '{'12305', '88631', '92490'}", 0.020904, 0.877551, 38.002578
"{'12305', '88631'}' -> '{'7190', '92490', '24746'}", 0.020904, 0.868687, 38.427718
"{'12305', '92490'}' -> '{'7190', '88631', '24746'}", 0.020904, 0.826923, 36.580232
"{'12305', '24746'}' -> '{'7190', '88631', '92490'}", 0.020904, 0.851485, 37.666773
"{'88631', '92490'}' -> '{'7190', '12305', '24746'}", 0.020904, 0.886598, 38.394357
"{'88631', '24746'}' -> '{'7190', '12305', '92490'}", 0.020904, 0.886598, 37.219020
"{'92490', '24746'}' -> '{'7190', '12305', '88631'}", 0.020904, 0.868687, 37.618713
"{'7190', '12305', '88631'}' -> '{'92490', '24746'}", 0.020904, 0.905263, 37.618713
"{'7190', '12305', '92490'}' -> '{'88631', '24746'}", 0.020904, 0.877551, 37.219020
"{'7190', '12305', '24746'}' -> '{'88631', '92490'}", 0.020904, 0.905263, 38.394357
"{'7190', '88631', '92490'}' -> '{'12305', '24746'}", 0.020904, 0.924731, 37.666773
"{'7190', '88631', '24746'}' -> '{'12305', '92490'}", 0.020904, 0.924731, 36.580232
"{'7190', '92490', '24746'}' -> '{'12305', '88631'}", 0.020904, 0.924731, 38.427718
"{'12305', '88631', '92490'}' -> '{'7190', '24746'}", 0.020904, 0.905263, 38.002578
"{'12305', '88631', '24746'}' -> '{'7190', '92490'}", 0.020904, 0.914894, 37.638723
"{'12305', '92490', '24746'}' -> '{'7190', '88631'}", 0.020904, 0.886598, 37.219020
"{'88631', '92490', '24746'}' -> '{'7190', '12305'}", 0.020904, 0.934783, 37.702899
"{'7190', '12305', '88631', '92490'}' -> '{'24746'}", 0.020904, 0.945055, 37.384193
"{'7190', '12305', '88631', '24746'}' -> '{'92490'}", 0.020904, 0.955556, 37.086373
"{'7190', '12305', '92490', '24746'}' -> '{'88631'}", 0.020904, 0.945055, 38.117216
"{'7190', '88631', '92490', '24746'}' -> '{'12305'}", 0.020904, 0.977273, 26.107143
"{'12305', '88631', '92490', '24746'}' -> '{'7190'}", 0.020904, 0.955556, 37.439577
"{'95398'}' -> '{'7190', '12305', '88631', '92490', '24746'}", 0.020418, 0.770642, 36.865372
"{'7190'}' -> '{'95398', '12305', '88631', '92490', '24746'}", 0.020418, 0.800000, 37.400000
"{'12305'}' -> '{'95398', '7190', '88631', '92490', '24746'}", 0.020418, 0.545455, 26.093023
"{'88631'}' -> '{'95398', '7190', '12305', '92490', '24746'}", 0.020418, 0.823529, 38.067416
"{'92490'}' -> '{'95398', '7190', '12305', '88631', '24746'}", 0.020418, 0.792453, 37.047170
"{'24746'}' -> '{'95398', '7190', '12305', '88631', '92490'}", 0.020418, 0.807692, 37.759615
"{'7190', '95398'}' -> '{'12305', '88631', '92490', '24746'}", 0.020418, 0.823529, 37.644444
"{'12305', '95398'}' -> '{'7190', '88631', '92490', '24746'}", 0.020418, 0.792453, 37.047170
"{'88631', '95398'}' -> '{'7190', '12305', '92490', '24746'}", 0.020418, 0.848485, 38.358974
"{'92490', '95398'}' -> '{'7190', '12305', '88631', '24746'}", 0.020418, 0.815534, 37.278964
"{'95398', '24746'}' -> '{'7190', '12305', '88631', '92490'}", 0.020418, 0.823529, 37.230769
"{'7190', '12305'}' -> '{'92490', '88631', '95398', '24746'}", 0.020418, 0.823529, 37.644444
"{'7190', '88631'}' -> '{'12305', '92490', '95398', '24746'}", 0.020418, 0.857143, 37.118797
"{'7190', '92490'}' -> '{'12305', '88631', '95398', '24746'}", 0.020418, 0.840000, 37.562609
"{'7190', '24746'}' -> '{'12305', '92490', '88631', '95398'}", 0.020418, 0.857143, 38.329193
"{'12305', '88631'}' -> '{'7190', '92490', '95398', '24746'}", 0.020418, 0.848485, 38.358974
"{'12305', '92490'}' -> '{'7190', '88631', '95398', '24746'}", 0.020418, 0.807692, 36.514793
"{'12305', '24746'}' -> '{'7190', '92490', '88631', '95398'}", 0.020418, 0.831683, 38.017162
"{'88631', '92490'}' -> '{'7190', '12305', '95398', '24746'}", 0.020418, 0.865979, 38.307948
"{'88631', '24746'}' -> '{'7190', '12305', '92490', '95398'}", 0.020418, 0.865979, 37.501465
"{'92490', '24746'}' -> '{'7190', '12305', '88631', '95398'}", 0.020418, 0.848485, 37.942029
"{'7190', '12305', '95398'}' -> '{'88631', '92490', '24746'}", 0.020418, 0.848485, 37.942029
"{'7190', '88631', '95398'}' -> '{'12305', '92490', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '92490', '95398'}' -> '{'12305', '88631', '24746'}", 0.020418, 0.865979, 37.900417
"{'7190', '95398', '24746'}' -> '{'12305', '88631', '92490'}", 0.020418, 0.875000, 37.892105
"{'12305', '88631', '95398'}' -> '{'7190', '92490', '24746'}", 0.020418, 0.875000, 38.706989
"{'12305', '92490', '95398'}' -> '{'7190', '88631', '24746'}", 0.020418, 0.831683, 36.790802
"{'12305', '95398', '24746'}' -> '{'7190', '88631', '92490'}", 0.020418, 0.848485, 37.534050
"{'92490', '88631', '95398'}' -> '{'7190', '12305', '24746'}", 0.020418, 0.893617, 38.698320
"{'88631', '95398', '24746'}' -> '{'7190', '12305', '92490'}", 0.020418, 0.884211, 37.118797
"{'92490', '95398', '24746'}' -> '{'7190', '12305', '88631'}", 0.020418, 0.865979, 37.501465
"{'7190', '12305', '88631'}' -> '{'92490', '95398', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '12305', '92490'}' -> '{'88631', '95398', '24746'}", 0.020418, 0.857143, 37.118797
"{'7190', '12305', '24746'}' -> '{'92490', '88631', '95398'}", 0.020418, 0.884211, 38.698320
"{'7190', '88631', '92490'}' -> '{'12305', '95398', '24746'}", 0.020418, 0.903226, 37.534050
"{'7190', '88631', '24746'}' -> '{'12305', '92490', '95398'}", 0.020418, 0.903226, 36.790802
"{'7190', '92490', '24746'}' -> '{'12305', '88631', '95398'}", 0.020418, 0.903226, 38.706989
"{'12305', '88631', '92490'}' -> '{'7190', '95398', '24746'}", 0.020418, 0.884211, 37.892105
"{'12305', '88631', '24746'}' -> '{'7190', '92490', '95398'}", 0.020418, 0.893617, 37.900417
"{'12305', '92490', '24746'}' -> '{'7190', '88631', '95398'}", 0.020418, 0.865979, 37.501465
"{'88631', '92490', '24746'}' -> '{'7190', '12305', '95398'}", 0.020418, 0.913043, 37.942029
"{'7190', '12305', '88631', '95398'}' -> '{'92490', '24746'}", 0.020418, 0.913043, 37.942029
"{'7190', '12305', '92490', '95398'}' -> '{'88631', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '12305', '95398', '24746'}' -> '{'88631', '92490'}", 0.020418, 0.903226, 38.307948
"{'7190', '92490', '88631', '95398'}' -> '{'12305', '24746'}", 0.020418, 0.933333, 38.017162
"{'7190', '88631', '95398', '24746'}' -> '{'12305', '92490'}", 0.020418, 0.923077, 36.514793
"{'7190', '92490', '95398', '24746'}' -> '{'12305', '88631'}", 0.020418, 0.923077, 38.358974
"{'12305', '92490', '88631', '95398'}' -> '{'7190', '24746'}", 0.020418, 0.913043, 38.329193
"{'12305', '88631', '95398', '24746'}' -> '{'7190', '92490'}", 0.020418, 0.913043, 37.562609
"{'12305', '92490', '95398', '24746'}' -> '{'7190', '88631'}", 0.020418, 0.884211, 37.118797
"{'92490', '88631', '95398', '24746'}' -> '{'7190', '12305'}", 0.020418, 0.933333, 37.644444
"{'7190', '12305', '88631', '92490'}' -> '{'95398', '24746'}", 0.020418, 0.923077, 37.230769
"{'7190', '12305', '88631', '24746'}' -> '{'92490', '95398'}", 0.020418, 0.933333, 37.278964
"{'7190', '12305', '92490', '24746'}' -> '{'88631', '95398'}", 0.020418, 0.923077, 38.358974
"{'7190', '88631', '92490', '24746'}' -> '{'12305', '95398'}", 0.020418, 0.954545, 37.047170
"{'12305', '88631', '92490', '24746'}' -> '{'7190', '95398'}", 0.020418, 0.933333, 37.644444
"{'95398', '7190', '12305', '88631', '92490'}' -> '{'24746'}", 0.020418, 0.954545, 37.759615
"{'95398', '7190', '12305', '88631', '24746'}' -> '{'92490'}", 0.020418, 0.954545, 37.047170
"{'95398', '7190', '12305', '92490', '24746'}' -> '{'88631'}", 0.020418, 0.943820, 38.067416
"{'95398', '7190', '88631', '92490', '24746'}' -> '{'12305'}", 0.020418, 0.976744, 26.093023
"{'95398', '12305', '88631', '92490', '24746'}' -> '{'7190'}", 0.020418, 0.954545, 37.400000
"{'7190', '12305', '88631', '92490', '24746'}' -> '{'95398'}", 0.020418, 0.976744, 36.865372
"{'51657'}' -> '{'7190', '12305', '88631', '92490', '24746'}", 0.020418, 0.785047, 37.554445
"{'7190'}' -> '{'51657', '12305', '88631', '92490', '24746'}", 0.020418, 0.800000, 37.400000
"{'12305'}' -> '{'51657', '7190', '88631', '92490', '24746'}", 0.020418, 0.545455, 26.093023
"{'88631'}' -> '{'51657', '7190', '12305', '92490', '24746'}", 0.020418, 0.823529, 38.067416
"{'92490'}' -> '{'51657', '7190', '12305', '88631', '24746'}", 0.020418, 0.792453, 37.472999
"{'24746'}' -> '{'51657', '7190', '12305', '88631', '92490'}", 0.020418, 0.807692, 37.759615
"{'7190', '51657'}' -> '{'12305', '88631', '92490', '24746'}", 0.020418, 0.831683, 38.017162
"{'12305', '51657'}' -> '{'7190', '88631', '92490', '24746'}", 0.020418, 0.807692, 37.759615
"{'88631', '51657'}' -> '{'7190', '12305', '92490', '24746'}", 0.020418, 0.857143, 38.750392
"{'92490', '51657'}' -> '{'7190', '12305', '88631', '24746'}", 0.020418, 0.815534, 37.278964
"{'51657', '24746'}' -> '{'7190', '12305', '88631', '92490'}", 0.020418, 0.831683, 37.599391
"{'7190', '12305'}' -> '{'92490', '88631', '51657', '24746'}", 0.020418, 0.823529, 37.644444
"{'7190', '88631'}' -> '{'12305', '92490', '51657', '24746'}", 0.020418, 0.857143, 37.118797
"{'7190', '92490'}' -> '{'12305', '88631', '51657', '24746'}", 0.020418, 0.840000, 37.975385
"{'7190', '24746'}' -> '{'12305', '92490', '88631', '51657'}", 0.020418, 0.857143, 38.329193
"{'12305', '88631'}' -> '{'7190', '92490', '51657', '24746'}", 0.020418, 0.848485, 38.358974
"{'12305', '92490'}' -> '{'7190', '88631', '51657', '24746'}", 0.020418, 0.807692, 36.920513
"{'12305', '24746'}' -> '{'7190', '92490', '88631', '51657'}", 0.020418, 0.831683, 38.017162
"{'88631', '92490'}' -> '{'7190', '12305', '51657', '24746'}", 0.020418, 0.865979, 38.724339
"{'88631', '24746'}' -> '{'7190', '12305', '92490', '51657'}", 0.020418, 0.865979, 37.501465
"{'92490', '24746'}' -> '{'7190', '12305', '88631', '51657'}", 0.020418, 0.848485, 38.358974
"{'7190', '12305', '51657'}' -> '{'88631', '92490', '24746'}", 0.020418, 0.857143, 38.329193
"{'7190', '88631', '51657'}' -> '{'12305', '92490', '24746'}", 0.020418, 0.893617, 37.900417
"{'7190', '92490', '51657'}' -> '{'12305', '88631', '24746'}", 0.020418, 0.865979, 37.900417
"{'7190', '51657', '24746'}' -> '{'12305', '88631', '92490'}", 0.020418, 0.884211, 38.290970
"{'12305', '88631', '51657'}' -> '{'7190', '92490', '24746'}", 0.020418, 0.884211, 39.114431
"{'12305', '92490', '51657'}' -> '{'7190', '88631', '24746'}", 0.020418, 0.831683, 36.790802
"{'12305', '51657', '24746'}' -> '{'7190', '88631', '92490'}", 0.020418, 0.857143, 37.917051
"{'92490', '88631', '51657'}' -> '{'7190', '12305', '24746'}", 0.020418, 0.893617, 38.698320
"{'88631', '51657', '24746'}' -> '{'7190', '12305', '92490'}", 0.020418, 0.893617, 37.513678
"{'92490', '51657', '24746'}' -> '{'7190', '12305', '88631'}", 0.020418, 0.865979, 37.501465
"{'7190', '12305', '88631'}' -> '{'92490', '51657', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '12305', '92490'}' -> '{'88631', '51657', '24746'}", 0.020418, 0.857143, 37.513678
"{'7190', '12305', '24746'}' -> '{'92490', '88631', '51657'}", 0.020418, 0.884211, 38.698320
"{'7190', '88631', '92490'}' -> '{'12305', '51657', '24746'}", 0.020418, 0.903226, 37.917051
"{'7190', '88631', '24746'}' -> '{'12305', '92490', '51657'}", 0.020418, 0.903226, 36.790802
"{'7190', '92490', '24746'}' -> '{'12305', '88631', '51657'}", 0.020418, 0.903226, 39.114431
"{'12305', '88631', '92490'}' -> '{'7190', '51657', '24746'}", 0.020418, 0.884211, 38.290970
"{'12305', '88631', '24746'}' -> '{'7190', '92490', '51657'}", 0.020418, 0.893617, 37.900417
"{'12305', '92490', '24746'}' -> '{'7190', '88631', '51657'}", 0.020418, 0.865979, 37.900417
"{'88631', '92490', '24746'}' -> '{'7190', '12305', '51657'}", 0.020418, 0.913043, 38.329193
"{'7190', '12305', '88631', '51657'}' -> '{'92490', '24746'}", 0.020418, 0.923077, 38.358974
"{'7190', '12305', '92490', '51657'}' -> '{'88631', '24746'}", 0.020418, 0.884211, 37.501465
"{'7190', '12305', '51657', '24746'}' -> '{'88631', '92490'}", 0.020418, 0.913043, 38.724339
"{'7190', '92490', '88631', '51657'}' -> '{'12305', '24746'}", 0.020418, 0.933333, 38.017162
"{'7190', '88631', '51657', '24746'}' -> '{'12305', '92490'}", 0.020418, 0.933333, 36.920513
"{'7190', '92490', '51657', '24746'}' -> '{'12305', '88631'}", 0.020418, 0.923077, 38.358974
"{'12305', '92490', '88631', '51657'}' -> '{'7190', '24746'}", 0.020418, 0.913043, 38.329193
"{'12305', '88631', '51657', '24746'}' -> '{'7190', '92490'}", 0.020418, 0.923077, 37.975385
"{'12305', '92490', '51657', '24746'}' -> '{'7190', '88631'}", 0.020418, 0.884211, 37.118797
"{'92490', '88631', '51657', '24746'}' -> '{'7190', '12305'}", 0.020418, 0.933333, 37.644444
"{'7190', '12305', '88631', '92490'}' -> '{'51657', '24746'}", 0.020418, 0.923077, 37.599391
"{'7190', '12305', '88631', '24746'}' -> '{'92490', '51657'}", 0.020418, 0.933333, 37.278964
"{'7190', '12305', '92490', '24746'}' -> '{'88631', '51657'}", 0.020418, 0.923077, 38.750392
"{'7190', '88631', '92490', '24746'}' -> '{'12305', '51657'}", 0.020418, 0.954545, 37.759615
"{'12305', '88631', '92490', '24746'}' -> '{'7190', '51657'}", 0.020418, 0.933333, 38.017162
"{'51657', '7190', '12305', '88631', '92490'}' -> '{'24746'}", 0.020418, 0.954545, 37.759615
"{'51657', '7190', '12305', '88631', '24746'}' -> '{'92490'}", 0.020418, 0.965517, 37.472999
"{'51657', '7190', '12305', '92490', '24746'}' -> '{'88631'}", 0.020418, 0.943820, 38.067416
"{'51657', '7190', '88631', '92490', '24746'}' -> '{'12305'}", 0.020418, 0.976744, 26.093023
"{'51657', '12305', '88631', '92490', '24746'}' -> '{'7190'}", 0.020418, 0.954545, 37.400000
"{'7190', '12305', '88631', '92490', '24746'}' -> '{'51657'}", 0.020418, 0.976744, 37.554445
"{'95398'}' -> '{'7190', '88631', '92490', '24746'}", 0.020904, 0.788991, 36.885321
"{'7190'}' -> '{'92490', '88631', '95398', '24746'}", 0.020904, 0.819048, 37.439577
"{'88631'}' -> '{'7190', '92490', '95398', '24746'}", 0.020904, 0.843137, 38.117216
"{'92490'}' -> '{'7190', '88631', '95398', '24746'}", 0.020904, 0.811321, 36.678831
"{'24746'}' -> '{'7190', '92490', '88631', '95398'}", 0.020904, 0.826923, 37.799573
"{'7190', '95398'}' -> '{'88631', '92490', '24746'}", 0.020904, 0.843137, 37.702899
"{'88631', '95398'}' -> '{'7190', '92490', '24746'}", 0.020904, 0.868687, 38.427718
"{'92490', '95398'}' -> '{'7190', '88631', '24746'}", 0.020904, 0.834951, 36.935379
"{'95398', '24746'}' -> '{'7190', '88631', '92490'}", 0.020904, 0.843137, 37.297491
"{'7190', '88631'}' -> '{'92490', '95398', '24746'}", 0.020904, 0.877551, 37.219020
"{'7190', '92490'}' -> '{'88631', '95398', '24746'}", 0.020904, 0.860000, 37.242526
"{'7190', '24746'}' -> '{'92490', '88631', '95398'}", 0.020904, 0.877551, 38.406861
"{'88631', '92490'}' -> '{'7190', '95398', '24746'}", 0.020904, 0.886598, 37.994416
"{'88631', '24746'}' -> '{'7190', '92490', '95398'}", 0.020904, 0.886598, 37.602721
"{'92490', '24746'}' -> '{'7190', '88631', '95398'}", 0.020904, 0.868687, 37.618713
"{'7190', '88631', '95398'}' -> '{'92490', '24746'}", 0.020904, 0.905263, 37.618713
"{'7190', '92490', '95398'}' -> '{'88631', '24746'}", 0.020904, 0.886598, 37.602721
"{'7190', '95398', '24746'}' -> '{'88631', '92490'}", 0.020904, 0.895833, 37.994416
"{'92490', '88631', '95398'}' -> '{'7190', '24746'}", 0.020904, 0.914894, 38.406861
"{'88631', '95398', '24746'}' -> '{'7190', '92490'}", 0.020904, 0.905263, 37.242526
"{'92490', '95398', '24746'}' -> '{'7190', '88631'}", 0.020904, 0.886598, 37.219020
"{'7190', '88631', '92490'}' -> '{'95398', '24746'}", 0.020904, 0.924731, 37.297491
"{'7190', '88631', '24746'}' -> '{'92490', '95398'}", 0.020904, 0.924731, 36.935379
"{'7190', '92490', '24746'}' -> '{'88631', '95398'}", 0.020904, 0.924731, 38.427718
"{'88631', '92490', '24746'}' -> '{'7190', '95398'}", 0.020904, 0.934783, 37.702899
"{'7190', '92490', '88631', '95398'}' -> '{'24746'}", 0.020904, 0.955556, 37.799573
"{'7190', '88631', '95398', '24746'}' -> '{'92490'}", 0.020904, 0.945055, 36.678831
"{'7190', '92490', '95398', '24746'}' -> '{'88631'}", 0.020904, 0.945055, 38.117216
"{'92490', '88631', '95398', '24746'}' -> '{'7190'}", 0.020904, 0.955556, 37.439577
"{'7190', '88631', '92490', '24746'}' -> '{'95398'}", 0.020904, 0.977273, 36.885321
"{'51657'}' -> '{'7190', '88631', '92490', '24746'}", 0.020904, 0.803738, 37.574766
"{'7190'}' -> '{'92490', '88631', '51657', '24746'}", 0.020904, 0.819048, 37.439577
"{'88631'}' -> '{'7190', '92490', '51657', '24746'}", 0.020904, 0.843137, 38.117216
"{'92490'}' -> '{'7190', '88631', '51657', '24746'}", 0.020904, 0.811321, 37.086373
"{'24746'}' -> '{'7190', '92490', '88631', '51657'}", 0.020904, 0.826923, 37.799573
"{'7190', '51657'}' -> '{'88631', '92490', '24746'}", 0.020904, 0.851485, 38.076195
"{'88631', '51657'}' -> '{'7190', '92490', '24746'}", 0.020904, 0.877551, 38.819838
"{'92490', '51657'}' -> '{'7190', '88631', '24746'}", 0.020904, 0.834951, 36.935379
"{'51657', '24746'}' -> '{'7190', '88631', '92490'}", 0.020904, 0.851485, 37.666773
"{'7190', '88631'}' -> '{'92490', '51657', '24746'}", 0.020904, 0.877551, 37.219020
"{'7190', '92490'}' -> '{'88631', '51657', '24746'}", 0.020904, 0.860000, 37.638723
"{'7190', '24746'}' -> '{'92490', '88631', '51657'}", 0.020904, 0.877551, 38.406861
"{'88631', '92490'}' -> '{'7190', '51657', '24746'}", 0.020904, 0.886598, 38.394357
"{'88631', '24746'}' -> '{'7190', '92490', '51657'}", 0.020904, 0.886598, 37.602721
"{'92490', '24746'}' -> '{'7190', '88631', '51657'}", 0.020904, 0.868687, 38.018913
"{'7190', '88631', '51657'}' -> '{'92490', '24746'}", 0.020904, 0.914894, 38.018913
"{'7190', '92490', '51657'}' -> '{'88631', '24746'}", 0.020904, 0.886598, 37.602721
"{'7190', '51657', '24746'}' -> '{'88631', '92490'}", 0.020904, 0.905263, 38.394357
"{'92490', '88631', '51657'}' -> '{'7190', '24746'}", 0.020904, 0.914894, 38.406861
"{'88631', '51657', '24746'}' -> '{'7190', '92490'}", 0.020904, 0.914894, 37.638723
"{'92490', '51657', '24746'}' -> '{'7190', '88631'}", 0.020904, 0.886598, 37.219020
"{'7190', '88631', '92490'}' -> '{'51657', '24746'}", 0.020904, 0.924731, 37.666773
"{'7190', '88631', '24746'}' -> '{'92490', '51657'}", 0.020904, 0.924731, 36.935379
"{'7190', '92490', '24746'}' -> '{'88631', '51657'}", 0.020904, 0.924731, 38.819838
"{'88631', '92490', '24746'}' -> '{'7190', '51657'}", 0.020904, 0.934783, 38.076195
"{'7190', '92490', '88631', '51657'}' -> '{'24746'}", 0.020904, 0.955556, 37.799573
"{'7190', '88631', '51657', '24746'}' -> '{'92490'}", 0.020904, 0.955556, 37.086373
"{'7190', '92490', '51657', '24746'}' -> '{'88631'}", 0.020904, 0.945055, 38.117216
"{'92490', '88631', '51657', '24746'}' -> '{'7190'}", 0.020904, 0.955556, 37.439577
"{'7190', '88631', '92490', '24746'}' -> '{'51657'}", 0.020904, 0.977273, 37.574766
"{'51657'}' -> '{'95398', '7190', '88631', '92490', '24746'}", 0.020418, 0.785047, 37.554445
"{'95398'}' -> '{'51657', '7190', '88631', '92490', '24746'}", 0.020418, 0.770642, 36.865372
"{'7190'}' -> '{'51657', '95398', '88631', '92490', '24746'}", 0.020418, 0.800000, 37.400000
"{'88631'}' -> '{'51657', '95398', '7190', '92490', '24746'}", 0.020418, 0.823529, 38.067416
"{'92490'}' -> '{'51657', '95398', '7190', '88631', '24746'}", 0.020418, 0.792453, 37.047170
"{'24746'}' -> '{'51657', '95398', '7190', '88631', '92490'}", 0.020418, 0.807692, 37.759615
"{'95398', '51657'}' -> '{'7190', '88631', '92490', '24746'}", 0.020418, 0.800000, 37.400000
"{'7190', '51657'}' -> '{'92490', '88631', '95398', '24746'}", 0.020418, 0.831683, 38.017162
"{'88631', '51657'}' -> '{'7190', '92490', '95398', '24746'}", 0.020418, 0.857143, 38.750392
"{'92490', '51657'}' -> '{'7190', '88631', '95398', '24746'}", 0.020418, 0.815534, 36.869305
"{'51657', '24746'}' -> '{'7190', '92490', '88631', '95398'}", 0.020418, 0.831683, 38.017162
"{'7190', '95398'}' -> '{'92490', '88631', '51657', '24746'}", 0.020418, 0.823529, 37.644444
"{'88631', '95398'}' -> '{'7190', '92490', '51657', '24746'}", 0.020418, 0.848485, 38.358974
